,PERMNO_x,PERMCO,HSHRCD,DLSTCD,HTICK,HCOMNAM,HTSYMBOL,HNAICS,HPRIMEXC,HTRDSTAT,HSECSTAT,CUSIP,COMPNO,ISSUNO,HEXCD,HSICCD,NUMNAM,NUMDIS,NUMSHR,NUMDEL,NUMNDI,BEGDAT,ENDDAT,BEGPRC,ENDPRC,BEGRET,ENDRET,BEGVOL,ENDVOL,yrMonth,TICKER,PERMNO_y,date,DIVAMT,PRC,RET,sprtrn,initialShr,value
2507,17328,54165,73,100,ROBT,FIRST TRUST E T F VI,ROBT,525990.0,Q,A,R,33738R72,60072446,79110,3,6726,1,8,44,1,27,20180222,20191231,20180222,20191231,20180222,20191231,20180222,20191231,20180222,ROBT,,,,,,,,
2508,17330,56278,12,100,SLGL,SOL GEL TECHNOLOGIES LTD,SLGL,325412.0,Q,A,R,M8694L10,60076235,78375,3,9999,1,0,6,1,171,20180201,20191231,20180201,20191231,20180201,20191231,20180201,20191231,20180201,SLGL,,,,,,,,
2509,17331,56279,12,560,,S S L J COM LTD,YGTY,531110.0,Q,A,R,G8406F11,60076434,78764,3,9999,4,1,5,1,147,20180205,20190726,20180205,20190726,20180205,20190726,20180205,20190726,20180205,,,,,,,,,
2510,17332,56280,11,100,VCTR,VICTORY CAPITAL HOLDINGS INC,VCTR,523930.0,Q,A,R,92645B10,60076181,78229,3,9999,1,2,17,1,131,20180208,20191231,20180208,20191231,20180208,20191231,20180208,20191231,20180208,VCTR,,,,,,,,
2511,17334,9914,11,100,GLIBA,G C I LIBERTY INC,GLIBA,517911.0,Q,A,R,36164V30,70024072,79204,3,4813,1,0,16,1,32,20180312,20191231,20180312,20191231,20180312,20191231,20180312,20191231,20180312,GLIBA,,,,,,,,
2512,17341,56287,11,100,ZS,ZSCALER INC,ZS,541511.0,Q,A,R,98980G10,60076568,79133,3,9999,1,0,18,1,41,20180316,20191231,20180316,20191231,20180316,20191231,20180316,20191231,20180316,ZS,,,,,,,,
2513,17342,56288,11,100,DBX,DROPBOX INC,DBX,511210.0,Q,A,R,26210C10,60076585,79172,3,9999,1,0,16,1,26,20180323,20191231,20180323,20191231,20180323,20191231,20180323,20191231,20180323,DBX,,,,,,,,
2514,17343,56289,11,100,RDVT,RED VIOLET INC,RDVT,518210.0,Q,A,R,75704L10,60076478,78896,3,9999,1,0,16,1,147,20180327,20191231,20180327,20191231,20180327,20191231,20180327,20191231,20180327,RDVT,,,,,,,,
2515,17344,56307,11,100,RFL,RAFAEL HOLDINGS INC,RFL,523910.0,N,A,R,75062E10,0,0,1,6799,2,0,23,1,0,20180327,20191231,20180327,20191231,20180327,20191231,20180327,20191231,20180327,RFL,,,,,,,,
2516,17345,56290,11,100,AIHS,SENMIAO TECHNOLOGY LTD,AIHS,,Q,A,R,81722510,60076424,78737,3,9999,1,0,18,1,143,20180316,20191231,20180316,20191231,20180316,20191231,20180316,20191231,20180316,AIHS,,,,,,,,
2517,17346,56291,31,100,BILI,BILIBILI INC,BILI,561499.0,Q,A,R,09004010,60076607,79213,3,9999,2,0,8,1,37,20180328,20191231,20180328,20191231,20180328,20191231,20180328,20191231,20180328,BILI,,,,,,,,
2518,17349,56292,11,100,BTAI,BIOXCEL THERAPEUTICS INC,BTAI,424210.0,Q,A,R,09075P10,60076472,78878,3,9999,1,0,16,1,199,20180308,20191231,20180308,20191231,20180308,20191231,20180308,20191231,20180308,BTAI,,,,,,,,
2519,17350,56293,11,100,BWB,BRIDGEWATER BANCSHARES INC,BWB,551111.0,Q,A,R,10862110,60076511,78990,3,9999,1,0,15,1,184,20180314,20191231,20180314,20191231,20180314,20191231,20180314,20191231,20180314,BWB,,,,,,,,
2520,17351,56294,11,100,COCP,COCRYSTAL PHARMA INC,COCP,325412.0,Q,A,R,19188J30,60076437,78771,3,9999,2,0,19,1,150,20180312,20191231,20180312,20191231,20180312,20191231,20180312,20191231,20180312,COCP,,,,,,,,
2521,17353,55848,73,100,DINT,DAVIS FUNDAMENTAL ETF TRUST,DINT,525990.0,Q,A,R,23908L40,60075804,79140,3,6726,1,2,90,1,46,20180302,20191231,20180302,20191231,20180302,20191231,20180302,20191231,20180302,DINT,,,,,,,,
2522,17354,56295,12,100,DNJR,GOLDEN BULL LTD,DNJR,,Q,S,R,G4027R10,60076457,78836,3,9999,2,0,6,1,112,20180320,20191231,20180320,20191231,20180320,20191231,20180320,20191231,20180320,DNJR,,,,,,,,
2523,17357,56230,11,100,TH,TARGET HOSPITALITY CORP,TH,721110.0,Q,A,R,87615L10,60076512,78995,3,9999,4,0,19,1,195,20180305,20191231,20180305,20191231,20180305,20191231,20180305,20191231,20180305,TH,,,,,,,,
2524,17358,56296,11,100,FIXX,HOMOLOGY MEDICINES INC,FIXX,325412.0,Q,A,R,43808310,60076593,79186,3,9999,1,0,18,1,96,20180328,20191231,20180328,20191231,20180328,20191231,20180328,20191231,20180328,FIXX,,,,,,,,
2525,17359,56297,11,100,FNCB,FNCB BANCORP INC,FNCB,522110.0,Q,A,R,30257810,70021156,79005,3,0,1,7,18,1,188,20180305,20191231,20180305,20191231,20180305,20191231,20180305,20191231,20180305,FNCB,,,,,,,,
2526,17360,56298,11,100,GNPX,GENPREX INC,GNPX,424210.0,Q,A,R,37244610,60076190,78249,3,9999,1,0,16,1,148,20180329,20191231,20180329,20191231,20180329,20191231,20180329,20191231,20180329,GNPX,,,,,,,,
2527,17361,56232,11,100,GPAQ,GORDON POINTE ACQUISITION CORP,GPAQ,541910.0,Q,A,R,38278810,60076236,78379,3,9999,2,0,16,1,204,20180312,20191231,20180312,20191231,20180312,20191231,20180312,20191231,20180312,GPAQ,,,,,,,,
2528,17362,56299,31,100,IQ,IQIYI INC,IQ,523910.0,Q,A,R,46267X10,60076588,79179,3,9999,2,0,8,1,42,20180329,20191231,20180329,20191231,20180329,20191231,20180329,20191231,20180329,IQ,,,,,,,,
2529,17365,56300,11,100,LAZY,LAZYDAYS HOLDINGS INC,LAZY,551112.0,Q,A,R,52110H10,2004448,79011,3,9999,2,0,17,1,187,20180316,20191231,20180316,20191231,20180316,20191231,20180316,20191231,20180316,LAZY,,,,,,,,
2530,17366,56276,11,100,MUDS,MUDRICK CAPITAL ACQUISITION CORP,MUDS,523910.0,Q,A,R,62474510,60076431,78758,3,9999,2,0,16,1,192,20180312,20191231,20180312,20191231,20180312,20191231,20180312,20191231,20180312,MUDS,,,,,,,,
2531,17367,56235,11,100,NEBU,NEBULA ACQUISITION CORP,NEBU,525990.0,Q,A,R,62907610,60076477,78889,3,9999,1,0,17,1,170,20180302,20191231,20180302,20191231,20180302,20191231,20180302,20191231,20180302,NEBU,,,,,,,,
2532,17368,56301,11,100,OPBK,O P BANCORP,OPBK,522110.0,Q,A,R,67109R10,60076551,79102,3,9999,1,4,16,1,191,20180328,20191231,20180328,20191231,20180328,20191231,20180328,20191231,20180328,OPBK,,,,,,,,
2533,17369,56302,11,100,OPES,OPES ACQUISITION CORP,OPES,523910.0,Q,A,R,68373P10,60076506,78980,3,9999,2,0,17,1,192,20180326,20191231,20180326,20191231,20180326,20191231,20180326,20191231,20180326,OPES,,,,,,,,
2534,17370,56303,11,100,ORGS,ORGENESIS INC,ORGS,325412.0,Q,A,R,68619K20,60076116,78082,3,9999,2,0,16,1,215,20180313,20191231,20180313,20191231,20180313,20191231,20180313,20191231,20180313,ORGS,,,,,,,,
2535,17372,56305,11,100,UMRX,UNUM THERAPEUTICS INC,UMRX,325412.0,Q,A,R,90321410,60076589,79182,3,9999,2,0,14,1,174,20180329,20191231,20180329,20191231,20180329,20191231,20180329,20191231,20180329,UMRX,,,,,,,,
2536,17373,56306,11,100,VTSI,VIRTRA INC,VTSI,334111.0,Q,A,R,92827K30,60076411,78708,3,9999,1,0,15,1,95,20180329,20191231,20180329,20191231,20180329,20191231,20180329,20191231,20180329,VTSI,,,,,,,,
2537,17374,56308,11,100,RCUS,ARCUS BIOSCIENCES INC,RCUS,325412.0,N,A,R,03969F10,0,0,1,2834,1,0,23,1,0,20180315,20191231,20180315,20191231,20180315,20191231,20180315,20191231,20180315,RCUS,,,,,,,,
2538,17378,56311,31,100,GHG,GREENTREE HOSPITALITY GROUP LTD,GHG,721110.0,N,A,R,39579V10,0,0,1,7011,2,2,3,1,0,20180327,20191231,20180327,20191231,20180327,20191231,20180327,20191231,20180327,GHG,,,,,,,,
2539,17379,56312,31,100,ONE,ONESMART INTL EDU GROUP LTD,ONE,523910.0,N,A,R,68276W10,0,0,1,6799,2,0,3,1,0,20180328,20191231,20180328,20191231,20180328,20191231,20180328,20191231,20180328,ONE,,,,,,,,
2540,17380,56313,31,100,STG,SUNLANDS TECHNOLOGY GROUP,STG,611710.0,N,A,R,86740P10,0,0,1,8299,2,0,3,1,0,20180323,20191231,20180323,20191231,20180323,20191231,20180323,20191231,20180323,STG,,,,,,,,
2541,17382,56314,11,100,ZUO,ZUORA INC,ZUO,511210.0,N,A,R,98983V10,0,0,1,7372,1,0,22,1,0,20180412,20191231,20180412,20191231,20180412,20191231,20180412,20191231,20180412,ZUO,,,,,,,,
2542,17672,30940,11,100,EAF,GRAFTECH INTERNATIONAL LTD NEW,EAF,335991.0,N,A,R,38431350,0,0,1,3624,2,8,23,1,0,20180419,20191231,20180419,20191231,20180419,20191231,20180419,20191231,20180419,EAF,,,,,,,,
2543,17673,56328,11,233,,PIVOTAL SOFTWARE INC,PVTL,511210.0,N,A,R,72582H10,0,0,1,7372,1,1,22,1,0,20180420,20191227,20180420,20191227,20180420,20191227,20180420,20191227,20180420,,,,,,,,,
2544,17676,56329,12,100,NVT,NVENT ELECTRIC PLC,NVT,523910.0,N,A,R,G6700G10,0,0,1,6799,2,6,22,1,0,20180501,20191231,20180501,20191231,20180501,20191231,20180501,20191231,20180501,NVT,,,,,,,,
2545,17677,4255,11,100,BHA,BIGLARI HOLDINGS INC,BHA,722511.0,N,A,R,08986R40,60004254,0,1,5812,1,0,21,1,0,20180501,20191231,20180501,20191231,20180501,20191231,20180501,20191231,20180501,BHA,,,,,,,,
2546,17678,56330,12,100,AGMH,A G M GROUP HOLDINGS INC,AGMH,541511.0,Q,A,R,G0132V10,60076338,78529,3,9999,2,0,6,1,137,20180418,20191231,20180418,20191231,20180418,20191231,20180418,20191231,20180418,AGMH,,,,,,,,
2547,17679,56331,11,100,BFST,BUSINESS FIRST BANCSHARES INC,BFST,,Q,A,R,12326C10,60076579,79164,3,9999,1,7,15,1,226,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BFST,,,,,,,,
2548,17680,56332,11,100,BHTG,BIOHITECH GLOBAL INC,BHTG,,Q,A,R,09074B10,60076488,78926,3,9999,1,0,15,1,66,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BHTG,,,,,,,,
2549,17683,56334,11,100,CLBK,COLUMBIA FINANCIAL INC,CLBK,522120.0,Q,A,R,19764110,60076494,78945,3,9999,1,0,13,1,65,20180420,20191231,20180420,20191231,20180420,20191231,20180420,20191231,20180420,CLBK,,,,,,,,
2550,17684,56269,11,100,AHCO,ADAPTHEALTH CORP,AHCO,561499.0,Q,A,R,00653Q10,60076538,79078,3,9999,2,0,16,1,132,20180416,20191231,20180416,20191231,20180416,20191231,20180416,20191231,20180416,AHCO,,,,,,,,
2551,17685,56335,11,100,DOCU,DOCUSIGN INC,DOCU,511210.0,Q,A,R,25616310,60076616,79247,3,9999,1,0,19,1,29,20180427,20191231,20180427,20191231,20180427,20191231,20180427,20191231,20180427,DOCU,,,,,,,,
2552,17686,53120,73,100,DRIV,GLOBAL X FUNDS,DRIV,525990.0,Q,A,R,37954Y62,60068395,79201,3,6726,1,3,30,1,21,20180417,20191231,20180417,20191231,20180417,20191231,20180417,20191231,20180417,DRIV,,,,,,,,
2553,17688,56337,11,100,GSHD,GOOSEHEAD INSURANCE INC,GSHD,524210.0,Q,A,R,38267D10,60076602,79198,3,9999,1,1,15,1,51,20180427,20191231,20180427,20191231,20180427,20191231,20180427,20191231,20180427,GSHD,,,,,,,,
2554,17690,56338,11,100,HSDT,HELIUS MEDICAL TECHNOLOGIES INC,HSDT,621111.0,Q,A,R,42328V50,60076379,78628,3,9999,1,0,19,1,262,20180411,20191231,20180411,20191231,20180411,20191231,20180411,20191231,20180411,HSDT,,,,,,,,
2555,17691,56339,11,100,LASR,NLIGHT INC,LASR,334413.0,Q,A,R,65487K10,60076596,79190,3,9999,1,0,15,1,26,20180426,20191231,20180426,20191231,20180426,20191231,20180426,20191231,20180426,LASR,,,,,,,,
2556,17692,56340,11,100,LEVL,LEVEL ONE BANCORP INC,LEVL,522110.0,Q,A,R,52730D20,60076587,79178,3,9999,1,7,15,1,161,20180420,20191231,20180420,20191231,20180420,20191231,20180420,20191231,20180420,LEVL,,,,,,,,
2557,17693,56341,12,100,MOGO,MOGO INC,MOGO,523910.0,Q,A,R,60800C10,60076539,79081,3,9999,3,0,6,1,150,20180418,20191231,20180418,20191231,20180418,20191231,20180418,20191231,20180418,MOGO,,,,,,,,
2558,17694,56342,31,100,MOR,MORPHOSYS A G,MOR,541720.0,Q,A,R,61776020,60076595,79188,3,9999,1,0,7,1,142,20180419,20191231,20180419,20191231,20180419,20191231,20180419,20191231,20180419,MOR,,,,,,,,
2559,17695,56344,11,100,SURF,SURFACE ONCOLOGY INC,SURF,541715.0,Q,A,R,86877M20,60076498,78963,3,9999,1,0,14,1,168,20180419,20191231,20180419,20191231,20180419,20191231,20180419,20191231,20180419,SURF,,,,,,,,
2560,17696,56304,11,100,TIBR,TIBERIUS ACQUISITION CORP,TIBR,523910.0,Q,A,R,88633A10,60075727,77026,3,9999,2,0,16,1,222,20180410,20191231,20180410,20191231,20180410,20191231,20180410,20191231,20180410,TIBR,,,,,,,,
2561,17699,56319,73,100,VETS,PACER FUNDS TRUST,VETS,525990.0,Q,A,R,69374H83,60075349,79211,3,6726,1,7,5,1,41,20180410,20191231,20180410,20191231,20180410,20191231,20180410,20191231,20180410,VETS,,,,,,,,
2562,17700,56345,11,100,CDAY,CERIDIAN H C M HOLDING INC,CDAY,518210.0,N,A,R,15677J10,0,0,1,7374,1,0,21,1,0,20180426,20191231,20180426,20191231,20180426,20191231,20180426,20191231,20180426,CDAY,,,,,,,,
2563,17701,56346,11,100,SMAR,SMARTSHEET INC,SMAR,443142.0,N,A,R,83200N10,0,0,1,5734,2,0,22,1,0,20180427,20191231,20180427,20191231,20180427,20191231,20180427,20191231,20180427,SMAR,,,,,,,,
2564,17759,56349,73,100,BSCK,INVESCO ET SELF INDEX FD TR,BSCK,525990.0,Q,A,R,46138J50,2004471,70246,3,6726,4,21,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSCK,,,,,,,,
2565,17760,56349,73,100,BSJK,INVESCO ET SELF INDEX FD TR,BSJK,525990.0,Q,A,R,46138J60,2004471,73172,3,6726,4,22,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSJK,,,,,,,,
2566,17761,56349,73,100,BSCL,INVESCO ET SELF INDEX FD TR,BSCL,525990.0,Q,A,R,46138J70,2004471,72820,3,6726,4,23,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSCL,,,,,,,,
2567,17765,56349,73,100,BSCR,INVESCO ET SELF INDEX FD TR,BSCR,525990.0,Q,A,R,46138J78,2004471,78639,3,6726,4,22,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSCR,,,,,,,,
2568,17766,56349,73,100,BSCQ,INVESCO ET SELF INDEX FD TR,BSCQ,525990.0,Q,A,R,46138J79,2004471,77553,3,6726,4,23,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSCQ,,,,,,,,
2569,17767,56349,73,100,BSJL,INVESCO ET SELF INDEX FD TR,BSJL,525990.0,Q,A,R,46138J80,2004471,75296,3,6726,4,22,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSJL,,,,,,,,
2570,17768,56349,73,100,BSCP,INVESCO ET SELF INDEX FD TR,BSCP,525990.0,Q,A,R,46138J82,2004471,76666,3,6726,4,21,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSCP,,,,,,,,
2571,17771,56349,73,100,BSJO,INVESCO ET SELF INDEX FD TR,BSJO,525990.0,Q,A,R,46138J83,2004471,77552,3,6726,4,22,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSJO,,,,,,,,
2572,17772,56349,73,100,BSCO,INVESCO ET SELF INDEX FD TR,BSCO,525990.0,Q,A,R,46138J84,2004471,75295,3,6726,4,21,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSCO,,,,,,,,
2573,17773,56349,73,100,BSJN,INVESCO ET SELF INDEX FD TR,BSJN,525990.0,Q,A,R,46138J85,2004471,76665,3,6726,4,22,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSJN,,,,,,,,
2574,17774,56349,73,100,BSCN,INVESCO ET SELF INDEX FD TR,BSCN,525990.0,Q,A,R,46138J86,2004471,75293,3,6726,4,23,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSCN,,,,,,,,
2575,17775,56349,73,100,BSJM,INVESCO ET SELF INDEX FD TR,BSJM,525990.0,Q,A,R,46138J87,2004471,75297,3,6726,4,21,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSJM,,,,,,,,
2576,17776,56349,73,100,BSCM,INVESCO ET SELF INDEX FD TR,BSCM,525990.0,Q,A,R,46138J88,2004471,72821,3,6726,4,22,25,1,1,20180409,20191231,20180409,20191231,20180409,20191231,20180409,20191231,20180409,BSCM,,,,,,,,
2577,17781,56261,12,100,LHC,LEO HOLDINGS CORP,LHC,523910.0,N,A,R,G5463L10,0,0,1,6799,2,0,23,1,0,20180405,20191231,20180405,20191231,20180405,20191231,20180405,20191231,20180405,LHC,,,,,,,,
2578,17782,56350,12,100,SPOT,SPOTIFY TECHNOLOGY S A,SPOT,,N,A,R,L8681T10,0,0,1,4832,1,0,22,1,0,20180403,20191231,20180403,20191231,20180403,20191231,20180403,20191231,20180403,SPOT,,,,,,,,
2579,17783,56347,11,100,APY,APERGY CORP,APY,423830.0,N,A,R,03755L10,0,0,1,5084,1,0,20,1,0,20180509,20191231,20180509,20191231,20180509,20191231,20180509,20191231,20180509,APY,,,,,,,,
2580,17784,56351,11,233,,CARBON BLACK INC,CBLK,541512.0,Q,A,R,14081R10,60076634,79273,3,9999,1,1,13,1,33,20180504,20191007,20180504,20191007,20180504,20191007,20180504,20191007,20180504,,,,,,,,,
2581,17787,56352,11,100,EQH,A X A EQUITABLE HOLDINGS INC,EQH,524113.0,N,A,R,05456110,0,0,1,6311,2,6,22,1,0,20180510,20191231,20180510,20191231,20180510,20191231,20180510,20191231,20180510,EQH,,,,,,,,
2582,17788,56353,11,100,PS,PLURALSIGHT INC,PS,541511.0,Q,A,R,72941B10,60076665,79324,3,9999,2,0,15,1,25,20180517,20191231,20180517,20191231,20180517,20191231,20180517,20191231,20180517,PS,,,,,,,,
2583,17789,56354,18,100,CPLG,COREPOINT LODGING INC,CPLG,531110.0,N,A,R,21872L10,0,0,1,6798,1,7,20,1,0,20180531,20191231,20180531,20191231,20180531,20191231,20180531,20191231,20180531,CPLG,,,,,,,,
2584,17790,56355,11,100,EVOP,EVO PAYMENTS INC,EVOP,561499.0,Q,A,R,26927E10,60076684,79356,3,9999,2,0,18,1,48,20180523,20191231,20180523,20191231,20180523,20191231,20180523,20191231,20180523,EVOP,,,,,,,,
2585,17791,56356,48,100,SMTA,SPIRIT M T A REIT,SMTA,523991.0,N,A,R,84861U10,0,0,1,6733,2,6,21,1,0,20180601,20191231,20180601,20191231,20180601,20191231,20180601,20191231,20180601,SMTA,,,,,,,,
2586,17792,56357,11,100,PRSP,PERSPECTA INC,PRSP,561499.0,N,A,R,71534710,0,0,1,7389,1,7,19,1,0,20180601,20191231,20180601,20191231,20180601,20191231,20180601,20191231,20180601,PRSP,,,,,,,,
2587,17794,56358,11,100,WH,WYNDHAM HOTELS & RESORTS INC,WH,721110.0,N,A,R,98311A10,0,0,1,7011,1,7,20,1,0,20180601,20191231,20180601,20191231,20180601,20191231,20180601,20191231,20180601,WH,,,,,,,,
2588,17795,56359,11,100,GSKY,GREENSKY INC,GSKY,561499.0,Q,A,R,39572G10,60076687,79359,3,9999,1,0,14,1,23,20180524,20191231,20180524,20191231,20180524,20191231,20180524,20191231,20180524,GSKY,,,,,,,,
2589,17796,56360,11,100,CVIA,COVIA HOLDINGS CORP,CVIA,212322.0,N,A,R,22305A10,0,0,1,1446,1,0,20,1,0,20180601,20191231,20180601,20191231,20180601,20191231,20180601,20191231,20180601,CVIA,,,,,,,,
2590,17797,56361,12,100,EDRY,EURODRY LTD,EDRY,483211.0,Q,A,R,Y2350810,60076599,79195,3,9999,2,0,5,1,203,20180531,20191231,20180531,20191231,20180531,20191231,20180531,20191231,20180531,EDRY,,,,,,,,
2591,17798,56362,11,100,FCBP,FIRST CHOICE BANCORP,FCBP,522110.0,Q,A,R,31948P10,60076600,79196,3,0,1,7,16,1,171,20180501,20191231,20180501,20191231,20180501,20191231,20180501,20191231,20180501,FCBP,,,,,,,,
2592,17799,56363,11,100,INSP,INSPIRE MEDICAL SYSTEMS INC,INSP,339112.0,N,A,R,45773010,0,0,1,3841,1,0,21,1,0,20180503,20191231,20180503,20191231,20180503,20191231,20180503,20191231,20180503,INSP,,,,,,,,
2593,17800,56364,11,100,BCML,BAYCOM CORP,BCML,522110.0,Q,A,R,07272M10,60076597,79191,3,9999,1,0,18,1,178,20180504,20191231,20180504,20191231,20180504,20191231,20180504,20191231,20180504,BCML,,,,,,,,
2594,17801,56365,11,100,ROAD,CONSTRUCTION PARTNERS INC,ROAD,237310.0,Q,A,R,21044C10,60076560,79120,3,9999,1,0,17,1,155,20180504,20191231,20180504,20191231,20180504,20191231,20180504,20191231,20180504,ROAD,,,,,,,,
2595,17802,56366,11,100,STXB,SPIRIT OF TEXAS BANCSHARES INC,STXB,551111.0,Q,A,R,84861D10,60076647,79297,3,0,1,0,20,1,243,20180504,20191231,20180504,20191231,20180504,20191231,20180504,20191231,20180504,STXB,,,,,,,,
2596,17803,56367,11,100,JRSH,JERASH HOLDINGS US INC,JRSH,313210.0,Q,A,R,47632P10,60076547,79093,3,9999,1,5,16,1,127,20180504,20191231,20180504,20191231,20180504,20191231,20180504,20191231,20180504,JRSH,,,,,,,,
2597,17805,53120,73,100,AIQ,GLOBAL X FUNDS,AIQ,525990.0,Q,A,R,37954Y63,60068395,79333,3,6726,1,3,44,1,32,20180515,20191231,20180515,20191231,20180515,20191231,20180515,20191231,20180515,AIQ,,,,,,,,
2598,17808,56369,31,100,ASLN,ASLAN PHARMACEUTICALS LTD,ASLN,424210.0,Q,A,R,04522R10,60076545,79091,3,9999,2,0,8,1,140,20180504,20191231,20180504,20191231,20180504,20191231,20180504,20191231,20180504,ASLN,,,,,,,,
2599,17809,56370,12,100,CLPS,C L P S INC,CLPS,523910.0,Q,A,R,G3164210,60076514,78999,3,9999,1,0,5,1,131,20180524,20191231,20180524,20191231,20180524,20191231,20180524,20191231,20180524,CLPS,,,,,,,,
2600,17810,54165,73,100,DALI,FIRST TRUST E T F VI,DALI,525990.0,Q,A,R,33738R71,60072446,79189,3,6726,1,6,48,1,31,20180515,20191231,20180515,20191231,20180515,20191231,20180515,20191231,20180515,DALI,,,,,,,,
2601,17811,56371,11,100,EVLO,EVELO BIOSCIENCES INC,EVLO,325412.0,Q,A,R,29973410,60076654,79306,3,9999,1,0,15,1,204,20180509,20191231,20180509,20191231,20180509,20191231,20180509,20191231,20180509,EVLO,,,,,,,,
2602,17812,56372,11,100,EXPI,E X P WORLD HOLDINGS INC,EXPI,531210.0,Q,A,R,30212W10,60076497,78959,3,9999,2,0,14,1,79,20180521,20191231,20180521,20191231,20180521,20191231,20180521,20191231,20180521,EXPI,,,,,,,,
2603,17813,56373,11,100,HJLI,HANCOCK JAFFE LABORATORIES INC,HJLI,541715.0,Q,A,R,41015N10,60076407,78696,3,9999,1,0,15,1,141,20180531,20191231,20180531,20191231,20180531,20191231,20180531,20191231,20180531,HJLI,,,,,,,,
2604,17816,56374,12,100,ITRM,ITERUM THERAPEUTICS PLC,ITRM,325412.0,Q,A,R,G6333L10,60076601,79197,3,9999,2,0,14,1,151,20180525,20191231,20180525,20191231,20180525,20191231,20180525,20191231,20180525,ITRM,,,,,,,,
2605,17817,56375,12,100,KNSA,KINIKSA PHARMACEUTICALS LTD,KNSA,325412.0,Q,A,R,G5269C10,60076628,79266,3,9999,1,0,14,1,164,20180524,20191231,20180524,20191231,20180524,20191231,20180524,20191231,20180524,KNSA,,,,,,,,
2606,17818,56376,11,100,OBNK,ORIGIN BANCORP INC,OBNK,522110.0,Q,A,R,68621T10,60076592,79185,3,9999,1,7,15,1,145,20180509,20191231,20180509,20191231,20180509,20191231,20180509,20191231,20180509,OBNK,,,,,,,,
2607,17819,56343,11,100,PACQ,PURE ACQUISITION CORP,PACQ,561499.0,Q,A,R,74621Q10,60076527,79028,3,9999,1,0,16,1,145,20180529,20191231,20180529,20191231,20180529,20191231,20180529,20191231,20180529,PACQ,,,,,,,,
2608,17820,56377,31,100,PLL,PIEDMONT LITHIUM LTD,PLL,213114.0,Q,A,R,72016210,60076541,79083,3,9999,4,0,10,1,194,20180507,20191231,20180507,20191231,20180507,20191231,20180507,20191231,20180507,PLL,,,,,,,,
2609,17821,56378,11,100,SRRK,SCHOLAR ROCK HOLDING CORP,SRRK,325412.0,Q,A,R,80706P10,60076667,79326,3,9999,2,0,16,1,199,20180524,20191231,20180524,20191231,20180524,20191231,20180524,20191231,20180524,SRRK,,,,,,,,
2610,17824,56380,11,231,,TRINITY MERGER CORP,TMCX,523910.0,Q,A,R,89653L10,60076619,79250,3,9999,2,1,15,1,185,20180531,20191114,20180531,20191114,20180531,20191114,20180531,20191114,20180531,,,,,,,,,
2611,17825,56381,11,100,UBX,UNITY BIOTECHNOLOGY INC,UBX,541715.0,Q,A,R,91381U10,60076644,79294,3,0,1,0,15,1,94,20180503,20191231,20180503,20191231,20180503,20191231,20180503,20191231,20180503,UBX,,,,,,,,
2612,17826,56383,11,100,EDNT,EDISON NATION INC,EDNT,541611.0,Q,A,R,28103E10,60076591,79184,3,9999,3,0,18,1,116,20180503,20191231,20180503,20191231,20180503,20191231,20180503,20191231,20180503,EDNT,,,,,,,,
2613,17827,56384,12,100,CGC,CANOPY GROWTH CORP,CGC,424590.0,N,A,R,13803510,0,0,1,5159,2,0,20,1,0,20180524,20191231,20180524,20191231,20180524,20191231,20180524,20191231,20180524,CGC,,,,,,,,
2614,17832,56386,31,100,HUYA,HUYA INC,HUYA,561499.0,N,A,R,44852D10,0,0,1,7389,2,0,2,1,0,20180511,20191231,20180511,20191231,20180511,20191231,20180511,20191231,20180511,HUYA,,,,,,,,
2615,17836,56387,71,100,PRT,PERMROCK ROYALTY TRUST,PRT,523991.0,N,A,R,71425410,0,0,1,6733,2,21,22,1,0,20180502,20191231,20180502,20191231,20180502,20191231,20180502,20191231,20180502,PRT,,,,,,,,
2616,17845,56349,73,100,BSJP,INVESCO ET SELF INDEX FD TR,BSJP,525990.0,Q,A,R,46138J81,2004471,78640,3,6726,4,20,24,1,1,20180521,20191231,20180521,20191231,20180521,20191231,20180521,20191231,20180521,BSJP,,,,,,,,
